"eviction_id","address","city","state","zip","file_date","non_payment","breach","nuisance","illegal_use","failure_to_sign_renewal","access_denial","unapproved_subtenant","owner_move_in","demolition","capital_improvement","substantial_rehab","ellis_act_withdrawal","condo_conversion","roommate_same_unit","other_cause","late_payments","lead_remediation","development","good_samaritan_ends","constraints_date","supervisor_district","neighborhood","client_location","shape",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md",":@computed_region_fyvs_ahh9",":@computed_region_p5aj_wyqh",":@computed_region_rxqg_mtj9",":@computed_region_yftq_j783",":@computed_region_bh8s_q3mv",":@computed_region_9jxd_iqea",":@computed_region_6ezc_tdp2",":@computed_region_6pnf_4xz7",":@computed_region_h4ep_8xdi",":@computed_region_pigm_ib2e",":@computed_region_jwn9_ihcz"
"M193243","900 Block Of Mission  Street","San Francisco","CA","94103","2019-12-16T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","South of Market","
,  
(37.78154530291944, -122.40798168098327)","POINT (-122.40798 37.781544)","32","1","10","34","34","2","9","14","28853","7","1","2","1",,"32"
"M211180","300 Block Of Fremont  Street","San Francisco","CA","94105","2021-08-20T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","Financial District/South Beach","
,  
(37.78738089788545, -122.39282505768847)","POINT (-122.39282 37.78738)","30","1","10","8","6","2","9","6","28855","3",,"1",,,"30"
"M141372","1000 Block Of Chestnut  Street","San Francisco","CA","94109","2014-06-18T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Russian Hill","
,  
(37.80281087896871, -122.42063882404088)","POINT (-122.42064 37.80281)","107","6","6","32","32","1","1","5","28858",,,"1",,,"107"
"M182024","2300 Block Of Kirkham  Street","San Francisco","CA","94122","2018-07-05T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"4","Sunset/Parkside","
,  
(37.75943022756733, -122.48597449689498)","POINT (-122.48598 37.75943)","39","10","7","35","35","8","3","1","56",,,"1",,,"39"
"M221256","500 Block Of Folsom  Street","San Francisco","CA","94105","2022-08-15T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","Financial District/South Beach","
,  
(37.786988279793036, -122.39487378689414)","POINT (-122.394875 37.786987)","32","1","10","8","6","2","9","6","28855","3",,"1",,,"30"
"M141192","800 Block Of Post  Street","San Francisco","CA","94109","2014-05-30T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Nob Hill","
,  
(37.78734952961144, -122.41581706204127)","POINT (-122.41582 37.78735)","50","6","3","21","21","1","10","13","28858",,,"2",,,"50"
"M171368","0 Block Of Marston  Avenue","San Francisco","CA","94112","2017-05-24T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"7","West of Twin Peaks","
,  
(37.72746726904596, -122.44593089055584)","POINT (-122.44593 37.727467)","95","9","8","41","40","7","4","9","28861",,,"1",,,"95"
"M141474","1400 Block Of Stevenson  Street","San Francisco","CA","94103","2014-06-18T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.76876445488326, -122.42141735045044)","POINT (-122.42142 37.768764)","53","3","2","20","19","4","7","8","28853",,,"2",,,"53"
"M171984","300 Block Of Somerset  Street","San Francisco","CA","94134","2017-08-02T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"9","Portola","
,  
(37.72719947974812, -122.40780414490627)","POINT (-122.40781 37.7272)","91","2","2","25","28","3","7","10","309",,,"2",,,"91"
"M142165","800 Block Of Pine  Street","San Francisco","CA","94108","2014-09-26T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Nob Hill","
,  
(37.79098485152643, -122.40979957599775)","POINT (-122.4098 37.790985)","16","6","3","21","21","1","10","5","28857",,,"1",,,"16"
"M192861","1500 Block Of Jones  Street","San Francisco","CA","94109","2019-10-24T00:00:00.000","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Nob Hill","
,  
(37.79543273698387, -122.41491554362834)","POINT (-122.41492 37.795433)","16","6","3","21","21","1","10","5","308",,,"1",,,"16"
"M132165","1100 Block Of Sacramento  Street","San Francisco","CA","94108","2013-10-24T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"3","Nob Hill","
,  
(37.79270501295478, -122.41145360390666)","POINT (-122.41145 37.792706)","16","6","3","21","21","1","10","5","28857",,,"1",,,"16"
"M210226","200 Block Of 09th  Street","San Francisco","CA","94103","2021-02-05T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","South of Market","
,  
(37.77477836012869, -122.4128941315359)","POINT (-122.412895 37.774776)","32","1","10","34","34","2","9","8","28853",,,"2",,,"32"
"M211550","4100 Block Of 17th  Street","San Francisco","CA","94114","2021-10-19T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"8","Castro/Upper Market","
,  
(37.76225879826157, -122.43895480969724)","POINT (-122.43896 37.76226)","113","7","5","5","3","5","5","15","28862",,,"1",,,"113"
"M152007","500 Block Of Fillmore  Street","San Francisco","CA","94117","2015-08-04T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Hayes Valley","
,  
(37.77443767578411, -122.43091812575626)","POINT (-122.430916 37.774437)","26","4","11","9","10","9","11","7","29492",,,"1",,,"26"
"M151768","500 Block Of 22nd  Avenue","San Francisco","CA","94121","2015-07-14T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"1","Outer Richmond","
,  
(37.777380101231266, -122.4813137409754)","POINT (-122.481316 37.77738)","8","8","4","29","26","6","2","11","55",,,"1",,,"8"
"M150180","800 Block Of 48th  Avenue","San Francisco","CA","94121","2015-01-21T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"1","Outer Richmond","
,  
(37.772377252979005, -122.50889051996214)","POINT (-122.50889 37.772377)","8","8","4","29","26","6","2","11","55",,,"1",,,"8"
"M211655","1300 Block Of 11th  Avenue","San Francisco","CA","94122","2021-10-22T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"7","Inner Sunset","
,  
(37.76301205020558, -122.46838606087141)","POINT (-122.46838 37.763012)","109","10","11","14","12","8","11","1","56",,,"1",,,"109"
"M200983","2000 Block Of Jefferson  Street","San Francisco","CA","94123","2020-07-09T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"2","Marina","
,  
(37.80432144905414, -122.44627837584154)","POINT (-122.44628 37.80432)","17","4","6","13","17","9","1","13","57",,,"1",,,"17"
"M200937","1600 Block Of Market  Street","San Francisco","CA","94103","2020-07-03T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","Mission","
,  
(37.77273386842881, -122.42223693112624)","POINT (-122.42223 37.772736)","32","1","10","20","19","2","9","8","28853",,,"2",,,"32"
"M162809","100 Block Of Pfeiffer  Street","San Francisco","CA","94133","2016-09-08T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","North Beach","
,  
(37.80477175525862, -122.40893574232788)","POINT (-122.408936 37.80477)","106","6","3","23","23","1","10","3","308",,,"2",,,"106"
"M182757","100 Block Of Valparaiso  Street","San Francisco","CA","94133","2018-09-19T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"3","Russian Hill","
,  
(37.80108911825739, -122.41544657747458)","POINT (-122.41544 37.80109)","107","6","3","32","32","1","10","5","308",,,"1",,,"107"
"M192258","600 Block Of Clay  Street","San Francisco","CA","94111","2019-09-06T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Chinatown","
,  
(37.794559645445105, -122.40396788621692)","POINT (-122.40397 37.79456)","104","6","3","6","4","1","10","3","28860",,,"2",,,"104"
"M190156","100 Block Of 21st  Avenue","San Francisco","CA","94121","2019-01-17T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"1","Outer Richmond","
,  
(37.785005285126886, -122.48079270155016)","POINT (-122.48079 37.785004)","2","8","4","29","26","6","2","11","55",,,"2",,,"2"
"M120118","100 Block Of Montana  Street","San Francisco","CA","94103","2012-01-25T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"11","Oceanview/Merced/Ingleside",,"POINT (-122.45759 37.71662)",,,,,,,,,,,,,,,"81"
"M182890","400 Block Of Gonzalez  Drive","San Francisco","CA","94132","2018-10-17T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Lakeshore","
,  
(37.71616701334746, -122.47653596791682)","POINT (-122.47654 37.716167)","42","10","8","16","14","8","4","1","64",,,"2",,,"42"
"M132303","1200 Block Of Geneva  Avenue","San Francisco","CA","94112","2013-11-13T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"11","Excelsior","
,  
(37.713618073602184, -122.43498153887542)","POINT (-122.43498 37.71362)","58","9","1","7","5","7","6","9","28861",,,"2",,,"58"
"M152930","0 Block Of Shotwell  Street","San Francisco","CA","94103","2015-10-26T00:00:00.000","false","false","true","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.76767142139417, -122.4166279535656)","POINT (-122.416626 37.76767)","53","3","2","20","19","4","7","8","28853",,,"2",,"14","53"
"M111545","300 Block Of Gonzalez  Drive","San Francisco","CA","94132","2011-09-22T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Lakeshore","
,  
(37.71616701334746, -122.47653596791682)","POINT (-122.47654 37.716167)","42","10","8","16","14","8","4","1","64",,,"2",,,"42"
"M130133","1100 Block Of Mission  Street","San Francisco","CA","94103","2013-01-23T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","South of Market","
,  
(37.77775137475284, -122.41278551996157)","POINT (-122.41279 37.777752)","32","1","10","34","34","2","9","8","28853","7","1","2","1","6","32"
"M191507","1700 Block Of Vallejo  Street","San Francisco","CA","94123","2019-06-28T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2024-08-18T00:00:00.000","2","Marina","
,  
(37.79637677957161, -122.42607130398866)","POINT (-122.42607 37.796375)","102","4","6","13","17","9","1","13","28858",,,"1",,,"102"
"M153147","4600 Block Of California  Street","San Francisco","CA","94118","2015-11-13T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"1","Inner Richmond","
,  
(37.784692076047925, -122.46722935330166)","POINT (-122.46723 37.78469)","5","8","4","11","11","6","2","11","54",,,"1",,,"5"
"M131430","100 Block Of Font  Boulevard","San Francisco","CA","94132","2013-07-24T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Lakeshore","
,  
(37.71550144751338, -122.47367196490889)","POINT (-122.47367 37.7155)","42","10","8","16","14","8","4","1","64",,,"2",,,"42"
"M220283","2000 Block Of Broadway  Street","San Francisco","CA","94123","2022-02-18T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false",,"2","Pacific Heights",,"POINT (-122.430824 37.794796)",,,,,,,,,,,,,,,"102"
"M190291","400 Block Of Davis  Court","San Francisco","CA","94111","2019-02-14T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Financial District/South Beach","
,  
(37.79669873421433, -122.3982545201368)","POINT (-122.398254 37.7967)","77","6","3","8","6","1","10","3","28860",,,"1",,,"77"
"M173014","1200 Block Of Silver  Avenue","San Francisco","CA","94134","2017-12-08T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2023-02-03T00:00:00.000","9","Portola","
,  
(37.730428553763275, -122.41186629176677)","POINT (-122.411865 37.730427)","91","2","2","25","28","3","7","9","309",,,"2",,,"91"
"M182971","300 Block Of Cambridge  Street","San Francisco","CA","94134","2018-10-15T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"9","Excelsior","
,  
(37.72702602151423, -122.41865199497266)","POINT (-122.418655 37.727028)","92","2","2","7","5","3","7","9","309",,,"2",,,"92"
"M121277","1100 Block Of Market  Street","San Francisco","CA","94103","2012-08-16T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false",,"6","South of Market","
,  
(37.77956997369328, -122.41359142040496)","POINT (-122.41359 37.77957)","32","5","10","34","34","2","9","8","28853","7","1","2","1","3","32"
"M152745","500 Block Of Point Lobos  Avenue","San Francisco","CA","94121","2015-10-06T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"1","Outer Richmond","
,  
(37.77988692789143, -122.50889995871387)","POINT (-122.5089 37.77989)","6","8","4","29","26","6","2","11","55",,,"1",,,"6"
"M122064","100 Block Of Lisbon  Street","San Francisco","CA","94112","2012-11-07T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false",,"11","Excelsior","
,  
(37.7258251787815, -122.43071155710372)","POINT (-122.43071 37.725826)","90","9","1","7","5","7","6","9","28861",,,"2",,,"90"
"M151092","3700 Block Of 26th  Street","San Francisco","CA","94110","2015-05-06T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2018-05-04T00:00:00.000","8","Mission","
,  
(37.74867817023268, -122.42426206680676)","POINT (-122.42426 37.748676)","52","3","5","20","19","4","5","2","28859",,,"1",,,"52"
"M200804","2000 Block Of Bancroft  Avenue","San Francisco","CA","94124","2020-06-17T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Bayview Hunters Point","
,  
(37.73036688175637, -122.40120684127695)","POINT (-122.40121 37.730366)","87","2","9","1","1","3","8","10","58",,,"2",,,"87"
"M151370","300 Block Of Turk  Street","San Francisco","CA","94102","2015-06-02T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Tenderloin","
,  
(37.78268974159542, -122.4148738201106)","POINT (-122.41487 37.78269)","20","5","10","36","36","10","9","7","28852","6","1","2","1","18","20"
"M142264","0 Block Of Emery  Lane","San Francisco","CA","94133","2014-10-10T00:00:00.000","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Chinatown","
,  
(37.79870516602969, -122.40968665208844)","POINT (-122.40968 37.798706)","106","6","3","6","4","1","10","3","308",,,"2",,,"106"
"M221298","200 Block Of Fremont  Street","San Francisco","CA","94105","2022-08-16T00:00:00.000","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"6","Financial District/South Beach","
,  
(37.78828581378092, -122.39396039143082)","POINT (-122.39396 37.788284)","32","1","10","8","6","2","9","6","28855","3",,"1",,,"32"
"M200922","1300 Block Of Hampshire  Street","San Francisco","CA","94110","2020-06-23T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.750504788687884, -122.40706223279412)","POINT (-122.40706 37.750504)","53","3","2","20","19","4","7","2","28859",,,"1",,,"53"
"M160537","1100 Block Of Mission  Street","San Francisco","CA","94103","2016-02-08T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"6","South of Market","
,  
(37.77775137475284, -122.41278551996157)","POINT (-122.41279 37.777752)","32","1","10","34","34","2","9","8","28853","7","1","2","1","6","32"
"M192338","1600 Block Of 26th  Avenue","San Francisco","CA","94122","2019-09-18T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"4","Sunset/Parkside","
,  
(37.75670687497815, -122.48416930760817)","POINT (-122.48417 37.756706)","39","10","7","35","35","8","3","1","56",,,"1",,,"39"
"M201454","0 Block Of Minerva  Street","San Francisco","CA","94112","2020-10-16T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"11","Oceanview/Merced/Ingleside","
,  
(37.71574484117511, -122.45479719282474)","POINT (-122.454796 37.715744)","81","10","1","24","24","8","6","9","28861",,,"2",,,"81"
"M182044","100 Block Of Julian  Avenue","San Francisco","CA","94103","2018-07-09T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.765788059307184, -122.42097895073323)","POINT (-122.42098 37.76579)","53","3","2","20","19","4","7","8","28853",,,"2",,,"53"
"M141481","200 Block Of 22nd  Avenue","San Francisco","CA","94121","2014-06-26T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"1","Outer Richmond","
,  
(37.783094329811526, -122.48172553110209)","POINT (-122.48173 37.783092)","8","8","4","29","26","6","2","11","55",,,"2",,,"8"
"M180376","1500 Block Of Leavenworth  Street","San Francisco","CA","94109","2018-02-08T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"3","Nob Hill","
,  
(37.795223667949024, -122.41656275174333)","POINT (-122.416565 37.795223)","16","6","3","21","21","1","10","5","28858",,,"1",,,"16"
"M111985","100 Block Of Columbus  Avenue","San Francisco","CA","94133","2011-12-05T00:00:00.000","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"3","Chinatown","
,  
(37.796605578344504, -122.40485027884128)","POINT (-122.404854 37.796604)","106","6","3","6","4","1","10","3","308",,,"2",,,"106"
"M201391","600 Block Of Oak  Street","San Francisco","CA","94117","2020-10-02T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Hayes Valley","
,  
(37.774076974081, -122.4300015298221)","POINT (-122.43 37.77408)","26","4","11","9","10","9","11","7","29492",,,"1",,,"26"
"M210991","500 Block Of Grove  Street","San Francisco","CA","94102","2021-07-19T00:00:00.000","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Hayes Valley","
,  
(37.77749503000816, -122.4256305600452)","POINT (-122.42563 37.777496)","22","4","11","9","10","9","11","7","28852",,,"1",,,"22"
"M162836","100 Block Of Beacon  Street","San Francisco","CA","94131","2016-09-12T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"8","Glen Park","
,  
(37.738824211063246, -122.43092955352634)","POINT (-122.43093 37.738823)","59","9","5","10","7","7","5","2","63",,,"1",,,"59"
"M132370","0 Block Of Surrey  Street","San Francisco","CA","94131","2013-11-26T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"8","Glen Park","
,  
(37.73577924724789, -122.43377869125847)","POINT (-122.43378 37.73578)","96","9","5","10","7","7","5","2","63",,,"1",,,"96"
"M181864","100 Block Of Bertita  Street","San Francisco","CA","94112","2018-06-19T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2023-08-17T00:00:00.000","11","Outer Mission","
,  
(37.71870784849988, -122.4403577308974)","POINT (-122.44036 37.718708)","80","9","1","28","25","7","6","9","28861",,,"2",,,"80"
"M201626","2800 Block Of 24th  Street","San Francisco","CA","94110","2020-11-16T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.75276730612843, -122.409598158885)","POINT (-122.4096 37.752766)","53","3","2","20","19","4","7","2","28859",,,"1",,,"53"
"M181374","800 Block Of Sacramento  Street","San Francisco","CA","94108","2018-05-08T00:00:00.000","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"3","Chinatown","
,  
(37.79334729211613, -122.40638639018307)","POINT (-122.40639 37.793346)","104","6","3","6","4","1","10","3","28857",,,"2",,"5","104"
"M162249","400 Block Of Ofarrell  Street","San Francisco","CA","94102","2016-07-11T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Tenderloin","
,  
(37.78594458144488, -122.4117365460979)","POINT (-122.411736 37.785946)","20","5","10","36","36","10","9","14","28852","6","1","2","1",,"20"
"M141185","400 Block Of Hayes  Street","San Francisco","CA","94102","2014-05-28T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Hayes Valley","
,  
(37.77678554278779, -122.4237459263182)","POINT (-122.423744 37.776787)","22","4","11","9","10","9","11","7","28852",,,"1",,,"22"
"M121853","2000 Block Of Broadway  Street","San Francisco","CA","94115","2012-09-26T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"2","Pacific Heights","
,  
(37.79478960347494, -122.43081157235612)","POINT (-122.43081 37.79479)","102","4","6","30","27","9","1","13","29490",,,"1",,,"102"
"M152100","500 Block Of Shrader  Street","San Francisco","CA","94117","2015-08-17T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2018-08-14T00:00:00.000","5","Haight Ashbury","
,  
(37.76984570753377, -122.45196047249688)","POINT (-122.45196 37.769844)","25","7","11","3","9","5","11","15","29492",,,"1",,"25","25"
"M162609","100 Block Of Crespi  Drive","San Francisco","CA","94132","2016-08-15T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Lakeshore","
,  
(37.719069532433394, -122.47706956033629)","POINT (-122.477066 37.71907)","42","10","8","16","14","8","4","1","64",,,"2",,,"42"
"M171668","700 Block Of Niagara  Avenue","San Francisco","CA","94112","2017-06-21T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2022-08-18T00:00:00.000","11","Oceanview/Merced/Ingleside","
,  
(37.720647382471924, -122.4505152014775)","POINT (-122.450516 37.720646)","81","10","1","24","24","8","6","9","28861",,,"2",,,"81"
"M150433","1900 Block Of Cabrillo  Street","San Francisco","CA","94121","2015-03-02T00:00:00.000","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false",,"1","Outer Richmond","
,  
(37.77465672430752, -122.47950585593682)","POINT (-122.47951 37.77466)","8","8","4","29","26","6","2","11","55",,,"1",,,"8"
"M111975","1400 Block Of Kansas  Street","San Francisco","CA","94107","2011-12-01T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"10","Potrero Hill","
,  
(37.75127072193379, -122.40224911785624)","POINT (-122.40225 37.75127)","54","2","9","26","29","3","8","10","28856",,,"2",,,"54"
"M163436","1300 Block Of Gilman  Avenue","San Francisco","CA","94124","2016-11-07T00:00:00.000","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","2021-12-30T00:00:00.000","10","Bayview Hunters Point","
,  
(37.72193718475402, -122.3946685764089)","POINT (-122.39467 37.72194)","88","2","9","1","1","3","8","10","58",,,"2",,,"88"
"M172889","0 Block Of Rivas  Avenue","San Francisco","CA","94132","2017-11-27T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Lakeshore","
,  
(37.71686072336021, -122.48157632488835)","POINT (-122.481575 37.71686)","42","10","8","16","14","8","4","1","64",,,"2",,,"42"
"M210572","1800 Block Of Fell  Street","San Francisco","CA","94117","2021-05-03T00:00:00.000","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Lone Mountain/USF","
,  
(37.7726846872648, -122.44832020880368)","POINT (-122.44832 37.772686)","24","7","11","18","16","5","11","15","29492",,,"1",,,"24"
"M172174","1700 Block Of North Point  Street","San Francisco","CA","94123","2017-08-29T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"2","Marina","
,  
(37.80371284799353, -122.43603038907364)","POINT (-122.43603 37.803715)","17","4","6","13","17","9","1","13","57",,,"1",,,"17"
"M193120","0 Block Of Turk  Street","San Francisco","CA","94102","2019-12-02T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Tenderloin","
,  
(37.78333200817521, -122.40984274169635)","POINT (-122.40984 37.783333)","20","5","10","36","36","10","9","14","28852","6","1","2","1","18","20"
"M140204","0 Block Of Oliver  Street","San Francisco","CA","94112","2014-02-03T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"11","Excelsior","
,  
(37.708935746270775, -122.45017276326807)","POINT (-122.45017 37.708935)","58","9","1","7","5","7","6","9","28861",,,"2",,,"58"
"M130473","3800 Block Of 17th  Street","San Francisco","CA","94114","2013-03-20T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"8","Castro/Upper Market","
,  
(37.76264316484193, -122.4325365977526)","POINT (-122.43253 37.76264)","38","3","5","5","3","4","5","15","28862",,,"1",,"1","38"
"M161974","1000 Block Of Carolina  Street","San Francisco","CA","94107","2016-06-10T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false",,"10","Potrero Hill","
,  
(37.75598190489494, -122.39970771689107)","POINT (-122.399704 37.75598)","54","2","9","26","29","3","8","10","28856",,,"2",,,"54"
"M122302","200 Block Of Divisadero  Street","San Francisco","CA","94117","2012-12-17T00:00:00.000","false","false","false","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false",,"5","Haight Ashbury","
,  
(37.770812730563335, -122.436903605216)","POINT (-122.436905 37.770813)","26","4","11","3","9","5","11","15","29492",,,"1",,,"26"
"M132140","1200 Block Of Geneva  Avenue","San Francisco","CA","94112","2013-10-24T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"11","Excelsior","
,  
(37.713618073602184, -122.43498153887542)","POINT (-122.43498 37.71362)","58","9","1","7","5","7","6","9","28861",,,"2",,,"58"
"M163238","2500 Block Of Pine  Street","San Francisco","CA","94115","2016-10-11T00:00:00.000","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"5","Pacific Heights","
,  
(37.787428705723535, -122.43775850897758)","POINT (-122.43776 37.78743)","103","4","11","30","27","6","11","13","29490",,,"1",,,"103"
"M150440","300 Block Of Serrano  Drive","San Francisco","CA","94132","2015-03-05T00:00:00.000","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false",,"7","Lakeshore","
,  
(37.71906512305384, -122.48046768003915)","POINT (-122.48047 37.719067)","42","10","8","16","14","8","4","1","64",,,"2",,,"42"
"M120448","500 Block Of Pierce  Street","San Francisco","CA","94117","2012-04-04T00:00:00.000","false","false","false","false","false","false","false","false","false","false","false","false","false","false","false","true","false","false","false",,"5","Hayes Valley","
,  
(37.774946337529315, -122.4343888025195)","POINT (-122.43439 37.77495)","23","4","11","9","10","5","11","15","29492",,,"1",,,"23"
"M201540","1000 Block Of Alabama  Street","San Francisco","CA","94110","2020-10-28T00:00:00.000","false","false","false","false","false","false","true","false","false","false","false","false","false","false","false","false","false","false","false",,"9","Mission","
,  
(37.755087170701835, -122.41119637200326)","POINT (-122.411194 37.75509)","53","3","2","20","19","4","7","2","28859",,,"2",,,"53"
